"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,28625459.964393,15187343.961184,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,74.140626,0.856467,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,29735365.606463,4553141.445024,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,69.769058,0.357357,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,32674259.090551,4121477.608974,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,70.247051,0.392991,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,33554300.810948,4018342.652551,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,70.557166,1.200408,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,32806339.042985,3550676.561260,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_fillinst","avgt",1,15,74.040687,0.697856,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_fillinst","avgt",1,15,29453564.750131,7951042.648513,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_fillstat","avgt",1,15,69.789524,0.447182,"ns/op",100
"kotlin_benchmarks.array.fill.Inline32int.Val_to_Val_as_Val_fillstat","avgt",1,15,27929182.511201,8293144.706254,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,136.872431,1.369832,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,34230637.805680,2911407.871989,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Ref_as_Ref_fill","avgt",1,15,364.136363,4.520006,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Ref_as_Ref_fill","avgt",1,15,3750654.118211,79241.933432,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Val_as_Val_arrayfill","avgt",1,15,136.845808,1.264970,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Val_as_Val_arrayfill","avgt",1,15,35437344.423435,3278371.955606,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Val_as_Val_fill","avgt",1,15,387.768486,30.388449,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Def_to_Val_as_Val_fill","avgt",1,15,4851308.309075,1538701.428173,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Ref_as_Ref_arrayfill","avgt",1,15,353.369540,156.386680,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Ref_as_Ref_arrayfill","avgt",1,15,50034311.073250,13084717.364788,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Ref_as_Ref_fill","avgt",1,15,1051.567456,150.353653,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Ref_as_Ref_fill","avgt",1,15,26762877.305980,16645736.560430,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Val_as_Val_arrayfill","avgt",1,15,416.259868,74.506528,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Val_as_Val_arrayfill","avgt",1,15,10140193.679596,8144081.759218,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Val_as_Val_fill","avgt",1,15,811.415762,140.045899,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.New_to_Val_as_Val_fill","avgt",1,15,9351667.516409,4159955.163256,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,201.619751,74.096301,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,38809587.311397,7727969.297321,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,167.900120,58.297719,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,37373810.402716,6779548.178983,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,216.859095,79.138492,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,33087017.645632,3773010.174183,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,200.808281,58.073665,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,34689806.800177,15373323.733250,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,263.226685,62.422082,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,23834440.776274,23110825.110951,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,260.404477,50.401404,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,38417394.297878,24542315.515644,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_fillinst","avgt",1,15,338.639592,37.604123,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_fillinst","avgt",1,15,32703074.920860,20149866.983978,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_fillstat","avgt",1,15,247.675868,68.741374,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Ref_to_Val_as_Val_fillstat","avgt",1,15,26347662.288050,12993389.436568,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,208.676088,64.185715,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,42198129.165443,13094191.041552,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,240.956753,82.528074,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,32254504.876349,14241947.340609,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillinst","avgt",1,15,276.493647,77.690408,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillinst","avgt",1,15,38142216.610889,18413650.844713,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillstat","avgt",1,15,229.087411,44.787774,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillstat","avgt",1,15,28338068.668175,18962445.510989,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,299.498317,37.520524,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,25180707.052735,26606699.632563,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,319.500197,51.999133,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,29326945.632765,17520269.586950,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_fillinst","avgt",1,15,321.824408,45.780639,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_fillinst","avgt",1,15,29481421.314415,20358099.010071,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_fillstat","avgt",1,15,306.060339,58.231620,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64byte.Val_to_Val_as_Val_fillstat","avgt",1,15,40977921.637430,20590960.583923,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,322.774446,58.175857,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,31451496.209615,19513529.838311,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Ref_as_Ref_fill","avgt",1,15,876.248049,97.130957,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Ref_as_Ref_fill","avgt",1,15,8922491.070517,2247914.297714,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Val_as_Val_arrayfill","avgt",1,15,309.455376,71.421836,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Val_as_Val_arrayfill","avgt",1,15,35040324.710270,25722307.130806,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Val_as_Val_fill","avgt",1,15,694.554848,156.208542,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Def_to_Val_as_Val_fill","avgt",1,15,8578702.557305,3662619.604635,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,349.303482,65.804118,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,29006912.877727,21608211.550377,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.New_to_Ref_as_Ref_fill","avgt",1,15,835.218480,117.715086,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.New_to_Ref_as_Ref_fill","avgt",1,15,15850000.826691,10829762.653508,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.New_to_Val_as_Val_arrayfill","avgt",1,15,357.142549,23.916644,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.New_to_Val_as_Val_arrayfill","avgt",1,15,43957186.739016,23048764.270246,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.New_to_Val_as_Val_fill","avgt",1,15,850.903462,83.000957,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.New_to_Val_as_Val_fill","avgt",1,15,11760680.445603,3843403.664212,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,290.522017,22.190676,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,27058721.331860,21074217.180196,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,283.082614,79.224257,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,36100730.395592,21337226.480361,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,294.969659,51.246789,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,32285509.032993,24779627.833807,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,265.034521,71.658852,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,35350818.247156,22022388.867182,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,257.415552,56.801419,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,27493628.113458,26702805.298420,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,307.273365,37.579464,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,29217791.946814,26016349.921994,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_fillinst","avgt",1,15,330.875277,59.943969,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_fillinst","avgt",1,15,29830665.715881,19344655.215524,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_fillstat","avgt",1,15,279.317045,36.346305,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Ref_to_Val_as_Val_fillstat","avgt",1,15,21887179.231570,20677053.608908,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,300.887400,44.633876,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,33689777.940252,21398034.398070,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,250.548044,50.831231,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,36337433.954446,19619861.798767,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,340.389247,43.912669,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,22422135.885737,18709637.082946,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,300.687169,23.626221,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,28722928.860738,20421694.626487,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,293.059062,24.841790,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,33903420.652018,23917868.253028,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,301.611653,33.704411,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,17928440.744053,16975401.352826,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_fillinst","avgt",1,15,336.865283,34.629020,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_fillinst","avgt",1,15,36055224.725447,24277812.625462,"ns/op",1000000
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_fillstat","avgt",1,15,312.373311,35.858391,"ns/op",100
"kotlin_benchmarks.array.fill.Inline64int.Val_to_Val_as_Val_fillstat","avgt",1,15,24388059.869397,24243580.229272,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,182.862429,13.688790,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,28770020.766576,32721630.574170,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,166.297512,29.566496,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,23438505.599261,24934205.959899,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Val_as_Val_arrayfill","avgt",1,15,172.842180,21.454260,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Val_as_Val_arrayfill","avgt",1,15,30470880.413755,27092288.546601,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Val_as_Val_fill","avgt",1,15,173.170988,18.168784,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Def_to_Val_as_Val_fill","avgt",1,15,34507927.373378,25520807.738103,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,424.219326,42.874830,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,29720516.963780,28174256.999490,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Ref_as_Ref_fill","avgt",1,15,642.670581,70.932045,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Ref_as_Ref_fill","avgt",1,15,8517868.140333,3277213.625289,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Val_as_Val_arrayfill","avgt",1,15,396.687215,44.213066,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Val_as_Val_arrayfill","avgt",1,15,30567022.577826,25719925.107335,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Val_as_Val_fill","avgt",1,15,637.451000,95.512331,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.New_to_Val_as_Val_fill","avgt",1,15,9558509.963569,3336935.278021,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,180.864343,24.497760,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,11388474.667686,15289467.052830,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,181.060263,21.442154,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,37428466.769515,29410365.641401,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,188.714291,14.887839,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,36983272.659792,28835647.757589,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,189.188736,32.152195,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,31605785.931775,24225689.440936,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,175.726496,17.271315,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,30325946.190238,30410371.987042,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,178.347213,13.861399,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,25265424.201400,23622729.945487,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_fillinst","avgt",1,15,196.543685,24.093722,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_fillinst","avgt",1,15,8390701.189743,3691186.343920,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_fillstat","avgt",1,15,187.318371,29.208207,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Ref_to_Val_as_Val_fillstat","avgt",1,15,36727103.213656,21367998.956622,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,70.525126,0.732275,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,35145269.682882,11043226.080705,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,70.130124,0.434645,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,29796060.544780,9302813.987064,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_fillinst","avgt",1,15,74.175611,0.520170,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_fillinst","avgt",1,15,35263373.406832,3156190.744042,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_fillstat","avgt",1,15,69.843651,0.440830,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Ref_as_Ref_fillstat","avgt",1,15,37357444.739607,2990498.178836,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,70.272865,0.597837,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,36176761.776498,1760100.181597,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,70.067563,1.031029,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,35823478.968886,3383823.849684,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_fillinst","avgt",1,15,82.274853,13.017426,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_fillinst","avgt",1,15,32734404.068318,5827985.051665,"ns/op",1000000
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_fillstat","avgt",1,15,70.116949,0.761112,"ns/op",100
"kotlin_benchmarks.array.fill.InlineOpt.Val_to_Val_as_Val_fillstat","avgt",1,15,43240354.156707,7873609.197847,"ns/op",1000000
"kotlin_benchmarks.array.fill.Primitive64.arrayfill","avgt",1,15,24.444493,7.380438,"ns/op",100
"kotlin_benchmarks.array.fill.Primitive64.arrayfill","avgt",1,15,594221.846296,111230.665228,"ns/op",1000000
"kotlin_benchmarks.array.fill.Primitive64.fill0","avgt",1,15,34.522397,7.429297,"ns/op",100
"kotlin_benchmarks.array.fill.Primitive64.fill0","avgt",1,15,659715.058508,63884.003244,"ns/op",1000000
"kotlin_benchmarks.array.fill.Primitive64.fill1","avgt",1,15,41.767361,4.709028,"ns/op",100
"kotlin_benchmarks.array.fill.Primitive64.fill1","avgt",1,15,621861.446955,72022.506326,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Int_to_Int_read","avgt",1,15,2.470910,0.359583,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Int_to_Int_read","avgt",1,15,2.245869,0.164385,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Int_read","avgt",1,15,2.076737,0.580023,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Int_read","avgt",1,15,1.309004,0.481029,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Ref_read","avgt",1,15,1.440793,0.460220,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Ref_read","avgt",1,15,1.395173,0.409812,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Val_read","avgt",1,15,1.516072,0.551790,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Ref_to_Val_read","avgt",1,15,1.923580,0.588838,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Int_read","avgt",1,15,1.998132,0.447602,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Int_read","avgt",1,15,2.444049,0.137422,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Ref_read","avgt",1,15,2.566161,0.172278,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Ref_read","avgt",1,15,2.772244,0.164991,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Val_read","avgt",1,15,2.553339,0.197751,"ns/op",100
"kotlin_benchmarks.array.read.Inline128int.Val_as_Val_to_Val_read","avgt",1,15,2.665368,0.340802,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Int_to_Int_read","avgt",1,15,2.390313,0.271931,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Int_to_Int_read","avgt",1,15,2.353189,0.115963,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Int_read","avgt",1,15,2.206851,0.194877,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Int_read","avgt",1,15,2.216724,0.164686,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Ref_read","avgt",1,15,2.012466,0.288279,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Ref_read","avgt",1,15,1.812622,0.392395,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Val_read","avgt",1,15,1.961981,0.351916,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Ref_to_Val_read","avgt",1,15,2.152547,0.296908,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Int_read","avgt",1,15,2.120983,0.283222,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Int_read","avgt",1,15,2.398150,0.245285,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Ref_read","avgt",1,15,2.291427,0.244640,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Ref_read","avgt",1,15,2.298798,0.119499,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Val_read","avgt",1,15,2.436791,0.279379,"ns/op",100
"kotlin_benchmarks.array.read.Inline32int.Val_as_Val_to_Val_read","avgt",1,15,2.378085,0.174914,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Int_to_Int_read","avgt",1,15,2.374235,0.191924,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Int_to_Int_read","avgt",1,15,2.390310,0.300841,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Int_read","avgt",1,15,3.179211,0.696847,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Int_read","avgt",1,15,2.424347,0.234026,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Ref_read","avgt",1,15,2.485099,0.234663,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Ref_read","avgt",1,15,2.543185,0.212127,"ns/op",1000000
