"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"kotlin_benchmarks.callconv.Inline64long.Q64long_args1_targets2","avgt",1,15,0.366612,0.036254,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args1_targets3","avgt",1,15,83.060867,0.571477,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args2_targets0","avgt",1,15,0.310003,0.117441,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args2_targets1","avgt",1,15,0.390323,0.102986,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args2_targets2","avgt",1,15,0.349038,0.005113,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args2_targets3","avgt",1,15,85.828078,2.665908,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args4_targets0","avgt",1,15,0.202240,0.002637,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args4_targets1","avgt",1,15,0.200802,0.001462,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args4_targets2","avgt",1,15,0.346175,0.001500,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args4_targets3","avgt",1,15,95.791098,0.622200,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args8_targets0","avgt",1,15,0.206819,0.000697,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args8_targets1","avgt",1,15,0.207033,0.001632,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args8_targets2","avgt",1,15,0.348779,0.001862,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args8_targets3","avgt",1,15,156.813178,65.075583,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args1_targets0","avgt",1,15,0.346827,0.096726,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args1_targets1","avgt",1,15,0.195182,0.000532,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args1_targets2","avgt",1,15,0.344686,0.005542,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args1_targets3","avgt",1,15,2.862542,0.032690,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args2_targets0","avgt",1,15,0.195632,0.000859,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args2_targets1","avgt",1,15,0.195261,0.000733,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args2_targets2","avgt",1,15,0.357638,0.015238,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args2_targets3","avgt",1,15,2.748314,0.170702,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args4_targets0","avgt",1,15,0.195780,0.000876,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args4_targets1","avgt",1,15,0.195392,0.000876,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args4_targets2","avgt",1,15,0.559978,0.189891,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args4_targets3","avgt",1,15,5.632587,2.444097,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args8_targets0","avgt",1,15,0.196086,0.001526,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args8_targets1","avgt",1,15,0.197920,0.007862,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args8_targets2","avgt",1,15,0.345910,0.003929,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveByte.byte_args8_targets3","avgt",1,15,3.078038,0.153101,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args1_targets0","avgt",1,15,0.196509,0.001492,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args1_targets1","avgt",1,15,0.196250,0.001870,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args1_targets2","avgt",1,15,0.345350,0.005050,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args1_targets3","avgt",1,15,2.750166,0.164769,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args2_targets0","avgt",1,15,0.195903,0.000656,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args2_targets1","avgt",1,15,0.206119,0.022819,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args2_targets2","avgt",1,15,0.381712,0.038741,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args2_targets3","avgt",1,15,5.794246,0.887575,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args4_targets0","avgt",1,15,0.196068,0.001375,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args4_targets1","avgt",1,15,0.196447,0.001702,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args4_targets2","avgt",1,15,0.342994,0.002249,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args4_targets3","avgt",1,15,2.843517,0.019096,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args8_targets0","avgt",1,15,0.196332,0.001082,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args8_targets1","avgt",1,15,0.196540,0.001275,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args8_targets2","avgt",1,15,0.354139,0.002592,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveInt.int_args8_targets3","avgt",1,15,3.763799,0.394106,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args1_targets0","avgt",1,15,0.340235,0.105221,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args1_targets1","avgt",1,15,0.273417,0.124642,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args1_targets2","avgt",1,15,0.343272,0.001238,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args1_targets3","avgt",1,15,2.848811,0.010241,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args2_targets0","avgt",1,15,0.195362,0.001797,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args2_targets1","avgt",1,15,0.195869,0.000843,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args2_targets2","avgt",1,15,0.353282,0.001587,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args2_targets3","avgt",1,15,3.057695,0.346952,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args4_targets0","avgt",1,15,0.208998,0.018907,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args4_targets1","avgt",1,15,0.334597,0.105701,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args4_targets2","avgt",1,15,0.468551,0.194938,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args4_targets3","avgt",1,15,2.931673,0.197945,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args8_targets0","avgt",1,15,0.196169,0.001937,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args8_targets1","avgt",1,15,0.196439,0.001515,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args8_targets2","avgt",1,15,0.353712,0.001768,"ns/op",
"kotlin_benchmarks.callconv.PrimitiveLong.long_args8_targets3","avgt",1,15,3.158551,0.042106,"ns/op",
"org.openjdk.bench.valhalla.array.copy.Identity32int.ref_arraycopy","avgt",1,15,11.012168,3.337811,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Identity32int.ref_arraycopy","avgt",1,15,80345.729635,5739.258778,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Identity32int.ref_copy","avgt",1,15,76.275049,0.376338,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Identity32int.ref_copy","avgt",1,15,32344425.788752,2196488.417383,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Ref_to_Val_arraycopy","avgt",1,15,9.568516,0.075438,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Ref_to_Val_arraycopy","avgt",1,15,78808.214197,3796.582646,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Ref_to_Val_copy","avgt",1,15,178.592043,1.830798,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Ref_to_Val_copy","avgt",1,15,27545211.396094,1176457.849117,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Ref_arraycopy","avgt",1,15,16.946826,5.953945,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Ref_arraycopy","avgt",1,15,196560.609650,48196.520263,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Ref_copy","avgt",1,15,178.935163,1.406205,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Ref_copy","avgt",1,15,26199026.865901,4303697.610636,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Val_arraycopy","avgt",1,15,9.634774,0.083911,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Val_arraycopy","avgt",1,15,81077.433683,3733.129980,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Val_copy","avgt",1,15,177.676875,1.147942,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline128int.Val_to_Val_copy","avgt",1,15,29120598.727520,1870399.713774,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Ref_to_Val_arraycopy","avgt",1,15,9.976317,0.160358,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Ref_to_Val_arraycopy","avgt",1,15,81634.126900,3955.939874,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Ref_to_Val_copy","avgt",1,15,77.694040,0.525704,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Ref_to_Val_copy","avgt",1,15,27103847.243326,2043960.108699,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Ref_arraycopy","avgt",1,15,14.389643,4.861106,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Ref_arraycopy","avgt",1,15,192329.453177,30932.633895,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Ref_copy","avgt",1,15,78.060437,0.821621,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Ref_copy","avgt",1,15,41580340.401004,14350424.125811,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Val_arraycopy","avgt",1,15,9.928800,0.119091,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Val_arraycopy","avgt",1,15,81254.769488,4311.279791,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Val_copy","avgt",1,15,78.202960,0.540952,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline32int.Val_to_Val_copy","avgt",1,15,23110511.037593,3105174.858137,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Ref_to_Val_arraycopy","avgt",1,15,9.645978,0.073134,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Ref_to_Val_arraycopy","avgt",1,15,85270.484856,7635.926440,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Ref_to_Val_copy","avgt",1,15,191.808635,15.917724,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Ref_to_Val_copy","avgt",1,15,27014355.743596,3598387.355497,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Ref_arraycopy","avgt",1,15,15.978698,5.290710,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Ref_arraycopy","avgt",1,15,141046.321640,49502.984524,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Ref_copy","avgt",1,15,179.198030,1.211464,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Ref_copy","avgt",1,15,23443055.461045,7109803.652746,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Val_arraycopy","avgt",1,15,9.635434,0.090306,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Val_arraycopy","avgt",1,15,80216.448186,4028.080877,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Val_copy","avgt",1,15,179.140440,0.998966,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64byte.Val_to_Val_copy","avgt",1,15,25225103.420707,4073829.024409,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Ref_to_Val_arraycopy","avgt",1,15,9.694026,0.079251,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Ref_to_Val_arraycopy","avgt",1,15,89421.621525,17298.278568,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Ref_to_Val_copy","avgt",1,15,197.988157,18.240942,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Ref_to_Val_copy","avgt",1,15,35098664.931361,8857304.760356,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Ref_arraycopy","avgt",1,15,13.152362,5.537821,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Ref_arraycopy","avgt",1,15,82401.624022,7008.268376,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Ref_copy","avgt",1,15,179.002980,0.833129,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Ref_copy","avgt",1,15,23804121.076667,2174869.835470,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Val_arraycopy","avgt",1,15,9.642460,0.094931,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Val_arraycopy","avgt",1,15,86816.547980,8277.868581,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Val_copy","avgt",1,15,195.584235,18.021924,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Inline64int.Val_to_Val_copy","avgt",1,15,25193232.044058,2172281.454355,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Ref_to_Val_arraycopy","avgt",1,15,21.244602,3.137478,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Ref_to_Val_arraycopy","avgt",1,15,81685.821755,3655.595994,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Ref_to_Val_copy","avgt",1,15,77.885050,0.399997,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Ref_to_Val_copy","avgt",1,15,21573679.389831,1652550.423768,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Ref_arraycopy","avgt",1,15,10.011787,0.148372,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Ref_arraycopy","avgt",1,15,82669.286693,2838.947644,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Ref_copy","avgt",1,15,77.907840,0.718371,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Ref_copy","avgt",1,15,22360645.236961,1548280.136529,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Val_arraycopy","avgt",1,15,10.033584,0.148207,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Val_arraycopy","avgt",1,15,80895.108665,4751.461792,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Val_copy","avgt",1,15,77.982658,0.545055,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.InlineOpt.Val_to_Val_copy","avgt",1,15,22963178.917891,2945999.956122,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive128.p128int_arraycopy","avgt",1,15,28.810631,0.139151,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive128.p128int_arraycopy","avgt",1,15,411614.547753,43599.755759,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive128.p128int_copy","avgt",1,15,21.423691,0.148606,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive128.p128int_copy","avgt",1,15,560731.948432,17821.172043,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive32.p32int_arraycopy","avgt",1,15,7.723096,0.063111,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive32.p32int_arraycopy","avgt",1,15,75256.949901,5137.867628,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive32.p32int_copy","avgt",1,15,9.372902,0.092092,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive32.p32int_copy","avgt",1,15,90214.735445,1047.443300,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64byte_arraycopy","avgt",1,15,15.434207,0.196137,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64byte_arraycopy","avgt",1,15,163530.617977,9680.474987,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64byte_copy","avgt",1,15,19.742666,1.663584,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64byte_copy","avgt",1,15,201563.383810,7425.117329,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64int_arraycopy","avgt",1,15,15.493624,0.197175,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64int_arraycopy","avgt",1,15,164919.750256,7085.283413,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64int_copy","avgt",1,15,12.044675,0.337286,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64int_copy","avgt",1,15,190987.429094,8951.926679,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64long_arraycopy","avgt",1,15,15.473341,0.160964,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64long_arraycopy","avgt",1,15,163992.359429,7153.310786,"ns/op",1000000
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64long_copy","avgt",1,15,10.998395,0.036254,"ns/op",100
"org.openjdk.bench.valhalla.array.copy.Primitive64.p64long_copy","avgt",1,15,162760.304341,11268.439372,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,88.702368,1.841213,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,23607423.303889,2712848.323934,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Def_to_Ref_as_Ref_fill","avgt",1,15,180.217357,3.653379,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Def_to_Ref_as_Ref_fill","avgt",1,15,1821812.335527,76021.746447,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,89.875458,0.371778,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,22216161.864887,1171477.696209,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.New_to_Ref_as_Ref_fill","avgt",1,15,85.206681,4.357994,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.New_to_Ref_as_Ref_fill","avgt",1,15,23031809.873481,2367253.531767,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,71.915778,0.797349,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,23581093.317739,2113092.132974,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,71.455614,0.249951,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,22927085.674615,1755080.766014,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_fill_fillstat","avgt",1,15,73.514145,0.278658,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_fill_fillstat","avgt",1,15,24157468.966726,2768261.071083,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,73.981081,0.487398,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Identity32int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,23654239.961296,2729482.086626,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,87.485629,1.806961,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,22976931.335487,1425751.796029,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,180.524399,5.825749,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,1899817.978749,94139.278010,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,87.656638,3.632676,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,23216890.428087,1874624.773306,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.New_to_Ref_as_Ref_fill","avgt",1,15,87.440433,4.877519,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.New_to_Ref_as_Ref_fill","avgt",1,15,23403706.019706,1632024.637530,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,71.907327,0.269321,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,24385855.505288,2119593.412194,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,71.632814,0.598295,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,24555263.174605,2590701.297053,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_fill_fillstat","avgt",1,15,73.455119,0.268387,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_fill_fillstat","avgt",1,15,22708283.047748,2057106.492655,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,73.904151,0.432690,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.IdentityOpt.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,23912586.290501,2276021.959769,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,136.631342,0.924928,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,24608881.729818,2635127.174448,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Ref_as_Ref_fill","avgt",1,15,348.416238,21.500883,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Ref_as_Ref_fill","avgt",1,15,3569865.041505,43710.107092,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Val_as_Val_arrayfill","avgt",1,15,132.752252,5.685697,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Val_as_Val_arrayfill","avgt",1,15,23760471.184640,2955309.461209,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Val_as_Val_fill","avgt",1,15,341.770040,17.397776,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Def_to_Val_as_Val_fill","avgt",1,15,3621805.867478,139130.599861,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,132.373220,1.237195,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,23980303.485004,3279094.966815,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Ref_as_Ref_fill","avgt",1,15,250.138562,3.993016,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Ref_as_Ref_fill","avgt",1,15,2952039.214558,206733.334277,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Val_as_Val_arrayfill","avgt",1,15,132.800536,0.468671,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Val_as_Val_arrayfill","avgt",1,15,24243159.626998,2851148.768278,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Val_as_Val_fill","avgt",1,15,254.708429,13.675591,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.New_to_Val_as_Val_fill","avgt",1,15,2947548.554904,289932.712584,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,117.062156,0.862885,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,23930259.899324,2029154.473721,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,117.716731,0.894143,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,24562582.600222,3042418.821981,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,131.331446,3.063923,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,26783821.710726,2159852.996463,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,133.629996,1.581741,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,26439037.722012,3747404.206938,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,117.149463,2.111389,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,24716807.779041,2626928.486189,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,117.208133,0.415814,"ns/op",100
